"id","label","file","width","height","ratio","localAvailable","exists","localPath"
"pyramid","Pyramid","pyramid.png","16","16","1:1","True","True","assets/textures/transparent/pyramid.png"
"quilt","Quilt","quilt.png","25","24","25:24","True","True","assets/textures/transparent/quilt.png"
"random-grey-variations","Random Grey Variations","random-grey-variations.png","200","200","1:1","True","True","assets/textures/transparent/random-grey-variations.png"
"ravenna","Ravenna","ravenna.png","387","201","129:67","True","True","assets/textures/transparent/ravenna.png"
"real-carbon-fibre","Real Carbon Fibre","real-carbon-fibre.png","56","56","1:1","True","True","assets/textures/transparent/real-carbon-fibre.png"
"rebel","Rebel","rebel.png","320","360","8:9","True","True","assets/textures/transparent/rebel.png"
"redox-01","Redox 01","redox-01.png","600","375","8:5","True","True","assets/textures/transparent/redox-01.png"
"redox-02","Redox 02","redox-02.png","600","340","30:17","True","True","assets/textures/transparent/redox-02.png"
"reticular-tissue","Reticular Tissue","reticular-tissue.png","25","25","1:1","True","True","assets/textures/transparent/reticular-tissue.png"
"retina-dust","Retina Dust","retina-dust.png","200","200","1:1","True","True","assets/textures/transparent/retina-dust.png"
"retina-wood","Retina Wood","retina-wood.png","512","512","1:1","True","True","assets/textures/transparent/retina-wood.png"
"retro-intro","Retro Intro","retro-intro.png","109","109","1:1","True","True","assets/textures/transparent/retro-intro.png"
"rice-paper","Rice Paper","rice-paper.png","500","500","1:1","True","True","assets/textures/transparent/rice-paper.png"
"rice-paper-2","Rice Paper #2","rice-paper-2.png","485","485","1:1","True","True","assets/textures/transparent/rice-paper-2.png"
"rice-paper-3","Rice Paper #3","rice-paper-3.png","250","250","1:1","True","True","assets/textures/transparent/rice-paper-3.png"
"robots","Robots","robots.png","200","200","1:1","True","True","assets/textures/transparent/robots.png"
"rocky-wall","Rocky Wall","rocky-wall.png","500","500","1:1","True","True","assets/textures/transparent/rocky-wall.png"
"rough-cloth","Rough Cloth","rough-cloth.png","320","320","1:1","True","True","assets/textures/transparent/rough-cloth.png"
"rough-cloth-light","Rough Cloth (Light)","rough-cloth-light.png","320","320","1:1","True","True","assets/textures/transparent/rough-cloth-light.png"
"rough-diagonal","Rough Diagonal","rough-diagonal.png","256","256","1:1","True","True","assets/textures/transparent/rough-diagonal.png"
"rubber-grip","Rubber Grip","rubber-grip.png","5","20","1:4","True","True","assets/textures/transparent/rubber-grip.png"
"sandpaper","Sandpaper","sandpaper.png","348","500","87:125","True","True","assets/textures/transparent/sandpaper.png"
"satin-weave","Satin Weave","satin-weave.png","24","12","2:1","True","True","assets/textures/transparent/satin-weave.png"
"scribble-light","Scribble Light","scribble-light.png","304","306","152:153","True","True","assets/textures/transparent/scribble-light.png"
"shattered","Shattered","shattered.png","500","500","1:1","True","True","assets/textures/transparent/shattered.png"
"shattered-dark","Shattered (Dark)","shattered-dark.png","500","500","1:1","True","True","assets/textures/transparent/shattered-dark.png"
"shine-caro","Shine Caro","shine-caro.png","9","9","1:1","True","True","assets/textures/transparent/shine-caro.png"
"shine-dotted","Shine Dotted","shine-dotted.png","6","5","6:5","True","True","assets/textures/transparent/shine-dotted.png"
"shley-tree-1","Shley Tree 1","shley-tree-1.png","300","409","300:409","True","True","assets/textures/transparent/shley-tree-1.png"
"shley-tree-2","Shley Tree 2","shley-tree-2.png","400","414","200:207","True","True","assets/textures/transparent/shley-tree-2.png"
"silver-scales","Silver Scales","silver-scales.png","40","40","1:1","True","True","assets/textures/transparent/silver-scales.png"
"simple-dashed","Simple Dashed","simple-dashed.png","14","14","1:1","True","True","assets/textures/transparent/simple-dashed.png"
"simple-horizontal-light","Simple Horizontal Light","simple-horizontal-light.png","4","4","1:1","True","True","assets/textures/transparent/simple-horizontal-light.png"
"skeletal-weave","Skeletal Weave","skeletal-weave.png","25","25","1:1","True","True","assets/textures/transparent/skeletal-weave.png"
"skewed-print","Skewed Print","skewed-print.png","330","320","33:32","True","True","assets/textures/transparent/skewed-print.png"
"skin-side-up","Skin Side Up","skin-side-up.png","320","360","8:9","True","True","assets/textures/transparent/skin-side-up.png"
"skulls","Skulls","skulls.png","400","400","1:1","True","True","assets/textures/transparent/skulls.png"
"slash-it","Slash It","slash-it.png","9","9","1:1","True","True","assets/textures/transparent/slash-it.png"
"small-crackle-bright","Small Crackle Bright","small-crackle-bright.png","14","14","1:1","True","True","assets/textures/transparent/small-crackle-bright.png"
"small-crosses","Small Crosses","small-crosses.png","10","10","1:1","True","True","assets/textures/transparent/small-crosses.png"
"smooth-wall-dark","Smooth Wall (Dark)","smooth-wall-dark.png","358","358","1:1","True","True","assets/textures/transparent/smooth-wall-dark.png"
"smooth-wall-light","Smooth Wall (Light)","smooth-wall-light.png","358","358","1:1","True","True","assets/textures/transparent/smooth-wall-light.png"
"sneaker-mesh-fabric","Sneaker Mesh Fabric","sneaker-mesh-fabric.png","150","111","50:37","True","True","assets/textures/transparent/sneaker-mesh-fabric.png"
"snow","Snow","snow.png","500","500","1:1","True","True","assets/textures/transparent/snow.png"
"soft-circle-scales","Soft Circle Scales","soft-circle-scales.png","256","56","32:7","True","True","assets/textures/transparent/soft-circle-scales.png"
"soft-kill","Soft Kill","soft-kill.png","28","48","7:12","True","True","assets/textures/transparent/soft-kill.png"
"soft-pad","Soft Pad","soft-pad.png","8","8","1:1","True","True","assets/textures/transparent/soft-pad.png"
"soft-wallpaper","Soft Wallpaper","soft-wallpaper.png","666","666","1:1","True","True","assets/textures/transparent/soft-wallpaper.png"
"solid","Solid","solid.png","500","500","1:1","True","True","assets/textures/transparent/solid.png"
"sos","Sos","sos.png","25","25","1:1","True","True","assets/textures/transparent/sos.png"
"sprinkles","Sprinkles","sprinkles.png","10","5","2:1","True","True","assets/textures/transparent/sprinkles.png"
"squairy","Squairy","squairy.png","200","200","1:1","True","True","assets/textures/transparent/squairy.png"
"squared-metal","Squared Metal","squared-metal.png","132","132","1:1","True","True","assets/textures/transparent/squared-metal.png"
"squares","Squares","squares.png","32","32","1:1","True","True","assets/textures/transparent/squares.png"
"stacked-circles","Stacked Circles","stacked-circles.png","9","9","1:1","True","True","assets/textures/transparent/stacked-circles.png"
"stardust","Stardust","stardust.png","798","798","1:1","True","True","assets/textures/transparent/stardust.png"
"starring","Starring","starring.png","35","39","35:39","True","True","assets/textures/transparent/starring.png"
"stitched-wool","Stitched Wool","stitched-wool.png","224","128","7:4","True","True","assets/textures/transparent/stitched-wool.png"
"strange-bullseyes","Strange Bullseyes","strange-bullseyes.png","300","300","1:1","True","True","assets/textures/transparent/strange-bullseyes.png"
"straws","Straws","straws.png","16","16","1:1","True","True","assets/textures/transparent/straws.png"
"stressed-linen","Stressed Linen","stressed-linen.png","256","256","1:1","True","True","assets/textures/transparent/stressed-linen.png"
"stucco","Stucco","stucco.png","250","249","250:249","True","True","assets/textures/transparent/stucco.png"
"subtle-carbon","Subtle Carbon","subtle-carbon.png","18","15","6:5","True","True","assets/textures/transparent/subtle-carbon.png"
"subtle-dark-vertical","Subtle Dark Vertical","subtle-dark-vertical.png","40","40","1:1","True","True","assets/textures/transparent/subtle-dark-vertical.png"
"subtle-dots","Subtle Dots","subtle-dots.png","27","15","9:5","True","True","assets/textures/transparent/subtle-dots.png"
"subtle-freckles","Subtle Freckles","subtle-freckles.png","198","198","1:1","True","True","assets/textures/transparent/subtle-freckles.png"
"subtle-grey","Subtle Grey","subtle-grey.png","397","322","397:322","True","True","assets/textures/transparent/subtle-grey.png"
"subtle-grunge","Subtle Grunge","subtle-grunge.png","400","400","1:1","True","True","assets/textures/transparent/subtle-grunge.png"
"subtle-stripes","Subtle Stripes","subtle-stripes.png","40","40","1:1","True","True","assets/textures/transparent/subtle-stripes.png"
"subtle-surface","Subtle Surface","subtle-surface.png","16","8","2:1","True","True","assets/textures/transparent/subtle-surface.png"
"subtle-white-feathers","Subtle White Feathers","subtle-white-feathers.png","500","333","500:333","True","True","assets/textures/transparent/subtle-white-feathers.png"
"subtle-zebra-3d","Subtle Zebra 3D","subtle-zebra-3d.png","121","38","121:38","True","True","assets/textures/transparent/subtle-zebra-3d.png"
"subtlenet","Subtlenet","subtlenet.png","60","60","1:1","True","True","assets/textures/transparent/subtlenet.png"
"swirl","Swirl","swirl.png","200","200","1:1","True","True","assets/textures/transparent/swirl.png"
"tactile-noise-dark","Tactile Noise (Dark)","tactile-noise-dark.png","48","48","1:1","True","True","assets/textures/transparent/tactile-noise-dark.png"
"tactile-noise-light","Tactile Noise (Light)","tactile-noise-light.png","48","48","1:1","True","True","assets/textures/transparent/tactile-noise-light.png"
"tapestry","Tapestry","tapestry.png","72","61","72:61","True","True","assets/textures/transparent/tapestry.png"
"tasky","Tasky","tasky.png","10","10","1:1","True","True","assets/textures/transparent/tasky.png"
"tex2res1","Tex2Res1","tex2res1.png","500","500","1:1","True","True","assets/textures/transparent/tex2res1.png"
"tex2res2","Tex2Res2","tex2res2.png","500","500","1:1","True","True","assets/textures/transparent/tex2res2.png"
"tex2res3","Tex2Res3","tex2res3.png","500","500","1:1","True","True","assets/textures/transparent/tex2res3.png"
"tex2res4","Tex2Res4","tex2res4.png","500","500","1:1","True","True","assets/textures/transparent/tex2res4.png"
"tex2res5","Tex2Res5","tex2res5.png","500","500","1:1","True","True","assets/textures/transparent/tex2res5.png"
"textured-paper","Textured Paper","textured-paper.png","500","500","1:1","True","True","assets/textures/transparent/textured-paper.png"
"textured-stripes","Textured Stripes","textured-stripes.png","256","256","1:1","True","True","assets/textures/transparent/textured-stripes.png"
"texturetastic-gray","Texturetastic Gray","texturetastic-gray.png","476","476","1:1","True","True","assets/textures/transparent/texturetastic-gray.png"
"ticks","Ticks","ticks.png","400","400","1:1","True","True","assets/textures/transparent/ticks.png"
"tileable-wood","Tileable Wood","tileable-wood.png","400","317","400:317","True","True","assets/textures/transparent/tileable-wood.png"
"tileable-wood-colored","Tileable Wood (Colored)","tileable-wood-colored.png","400","317","400:317","True","True","assets/textures/transparent/tileable-wood-colored.png"
"tiny-grid","Tiny Grid","tiny-grid.png","26","26","1:1","True","True","assets/textures/transparent/tiny-grid.png"
"translucent-fibres","Translucent Fibres","translucent-fibres.png","16","16","1:1","True","True","assets/textures/transparent/translucent-fibres.png"
"transparent-square-tiles","Transparent Square Tiles","transparent-square-tiles.png","252","230","126:115","True","True","assets/textures/transparent/transparent-square-tiles.png"
"tree-bark","Tree Bark","tree-bark.png","350","350","1:1","True","True","assets/textures/transparent/tree-bark.png"
"triangles","Triangles","triangles.png","33","36","11:12","True","True","assets/textures/transparent/triangles.png"
"triangles-2","Triangles 2","triangles-2.png","72","72","1:1","True","True","assets/textures/transparent/triangles-2.png"
"triangular","Triangular","triangular.png","60","60","1:1","True","True","assets/textures/transparent/triangular.png"
"tweed","Tweed","tweed.png","200","200","1:1","True","True","assets/textures/transparent/tweed.png"
"twinkle-twinkle","Twinkle Twinkle","twinkle-twinkle.png","360","300","6:5","True","True","assets/textures/transparent/twinkle-twinkle.png"
"txture","Txture","txture.png","400","300","4:3","True","True","assets/textures/transparent/txture.png"
"type","Type","type.png","200","200","1:1","True","True","assets/textures/transparent/type.png"
"use-your-illusion","Use Your Illusion","use-your-illusion.png","54","58","27:29","True","True","assets/textures/transparent/use-your-illusion.png"
"vaio","Vaio","vaio.png","37","28","37:28","True","True","assets/textures/transparent/vaio.png"
"vertical-cloth","Vertical Cloth","vertical-cloth.png","399","400","399:400","True","True","assets/textures/transparent/vertical-cloth.png"
"vichy","Vichy","vichy.png","70","70","1:1","True","True","assets/textures/transparent/vichy.png"
"vintage-speckles","Vintage Speckles","vintage-speckles.png","400","300","4:3","True","True","assets/textures/transparent/vintage-speckles.png"
"wall-4-light","Wall #4 Light","wall-4-light.png","300","300","1:1","True","True","assets/textures/transparent/wall-4-light.png"
"washi","Washi","washi.png","100","100","1:1","True","True","assets/textures/transparent/washi.png"
"wave-grid","Wave Grid","wave-grid.png","100","100","1:1","True","True","assets/textures/transparent/wave-grid.png"
"wavecut","Wavecut","wavecut.png","162","15","54:5","True","True","assets/textures/transparent/wavecut.png"
"weave","Weave","weave.png","35","31","35:31","True","True","assets/textures/transparent/weave.png"
"wet-snow","Wet Snow","wet-snow.png","250","250","1:1","True","True","assets/textures/transparent/wet-snow.png"
"white-bed-sheet","White Bed Sheet","white-bed-sheet.png","54","54","1:1","True","True","assets/textures/transparent/white-bed-sheet.png"
"white-brick-wall","White Brick Wall","white-brick-wall.png","24","16","3:2","True","True","assets/textures/transparent/white-brick-wall.png"
"white-brushed","White Brushed","white-brushed.png","114","114","1:1","True","True","assets/textures/transparent/white-brushed.png"
"white-carbon","White Carbon","white-carbon.png","8","8","1:1","True","True","assets/textures/transparent/white-carbon.png"
"white-carbonfiber","White Carbonfiber","white-carbonfiber.png","4","4","1:1","True","True","assets/textures/transparent/white-carbonfiber.png"
"white-diamond","White Diamond","white-diamond.png","128","224","4:7","True","True","assets/textures/transparent/white-diamond.png"
"white-diamond-dark","White Diamond (Dark)","white-diamond-dark.png","128","224","4:7","True","True","assets/textures/transparent/white-diamond-dark.png"
"white-leather","White Leather","white-leather.png","300","300","1:1","True","True","assets/textures/transparent/white-leather.png"
"white-linen","White Linen","white-linen.png","400","300","4:3","True","True","assets/textures/transparent/white-linen.png"
"white-paperboard","White Paperboard","white-paperboard.png","256","252","64:63","True","True","assets/textures/transparent/white-paperboard.png"
"white-plaster","White Plaster","white-plaster.png","300","300","1:1","True","True","assets/textures/transparent/white-plaster.png"
"white-sand","White Sand","white-sand.png","211","211","1:1","True","True","assets/textures/transparent/white-sand.png"
"white-texture","White Texture","white-texture.png","102","102","1:1","True","True","assets/textures/transparent/white-texture.png"
"white-tiles","White Tiles","white-tiles.png","800","250","16:5","True","True","assets/textures/transparent/white-tiles.png"
"white-wall","White Wall","white-wall.png","800","600","4:3","True","True","assets/textures/transparent/white-wall.png"
"white-wall-2","White Wall 2","white-wall-2.png","","","","False","False","assets/textures/transparent/white-wall-2.png"
"white-wall-3","White Wall 3","white-wall-3.png","150","150","1:1","True","True","assets/textures/transparent/white-wall-3.png"
"white-wall-3-2","White Wall 3[2]","white-wall-3-2.png","500","500","1:1","True","True","assets/textures/transparent/white-wall-3-2.png"
"white-wave","White Wave","white-wave.png","23","12","23:12","True","True","assets/textures/transparent/white-wave.png"
"whitey","Whitey","whitey.png","654","654","1:1","True","True","assets/textures/transparent/whitey.png"
"wide-rectangles","Wide Rectangles","wide-rectangles.png","32","14","16:7","True","True","assets/textures/transparent/wide-rectangles.png"
"wild-flowers","Wild Flowers","wild-flowers.png","350","350","1:1","True","True","assets/textures/transparent/wild-flowers.png"
"wild-oliva","Wild Oliva","wild-oliva.png","198","200","99:100","True","True","assets/textures/transparent/wild-oliva.png"
"wine-cork","Wine Cork","wine-cork.png","300","300","1:1","True","True","assets/textures/transparent/wine-cork.png"
"wood","Wood","wood.png","700","700","1:1","True","True","assets/textures/transparent/wood.png"
"wood-pattern","Wood Pattern","wood-pattern.png","203","317","203:317","True","True","assets/textures/transparent/wood-pattern.png"
"worn-dots","Worn Dots","worn-dots.png","200","200","1:1","True","True","assets/textures/transparent/worn-dots.png"
"woven","Woven","woven.png","42","42","1:1","True","True","assets/textures/transparent/woven.png"
"woven-light","Woven (Light)","woven-light.png","42","42","1:1","True","True","assets/textures/transparent/woven-light.png"
"xv","Xv","xv.png","294","235","294:235","True","True","assets/textures/transparent/xv.png"
"zig-zag","Zig Zag","zig-zag.png","10","10","1:1","True","True","assets/textures/transparent/zig-zag.png"
"black-lozenge","?lack Lozenge","black-lozenge.png","38","38","1:1","True","True","assets/textures/transparent/black-lozenge.png"
